Input_dB;Output_dB;Gain_Reduction_dB
-59,3939;-54,3939;0,0
-58,7879;-53,7879;0,0
-58,1818;-53,1818;0,0
-57,5758;-52,5758;0,0
-56,9697;-51,9697;0,0
-56,3636;-51,3636;0,0
-55,7576;-50,7576;0,0
-55,1515;-50,1515;0,0
-54,5455;-49,5455;0,0
-53,9394;-48,9394;0,0
-53,3333;-48,3333;0,0
-52,7273;-47,7273;0,0
-52,1212;-47,1212;0,0
-51,5152;-46,5152;0,0
-50,9091;-45,9091;0,0
-50,303;-45,303;0,0
-49,697;-44,697;0,0
-49,0909;-44,0909;0,0
-48,4848;-43,4848;0,0
-47,8788;-42,8788;0,0
-47,2727;-42,2727;0,0
-46,6667;-41,6667;0,0
-46,0606;-41,0606;0,0
-45,4545;-40,4545;0,0
-44,8485;-39,8485;0,0
-44,2424;-39,2424;0,0
-43,6364;-38,6364;0,0
-43,0303;-38,0303;0,0
-42,4242;-37,4242;0,0
-41,8182;-36,8182;0,0
-41,2121;-36,2121;0,0
-40,6061;-35,6061;0,0
-40,0;-35,0;0,0
-39,3939;-34,3939;0,0
-38,7879;-33,7879;0,0
-38,1818;-33,1818;0,0
-37,5758;-32,5758;0,0
-36,9697;-31,9697;0,0
-36,3636;-31,3636;0,0
-35,7576;-30,7576;0,0
-35,1515;-30,1515;0,0
-34,5455;-29,5455;0,0
-33,9394;-28,9394;0,0
-33,3333;-28,3333;0,0
-32,7273;-27,7273;0,0
-32,1212;-27,1212;0,0
-31,5152;-26,5152;0,0
-30,9091;-25,9091;0,0
-30,303;-25,303;0,0
-29,697;-24,697;0,0
-29,0909;-24,0909;0,0
-28,4848;-23,4848;0,0
-27,8788;-22,8788;0,0
-27,2727;-22,2727;0,0
-26,6667;-21,6667;0,0
-26,0606;-21,0606;0,0
-25,4545;-20,4545;0,0
-24,8485;-19,8485;0,0
-24,2424;-19,2424;0,0
-23,6364;-18,6364;0,0
-23,0303;-18,0303;0,0
-22,4242;-17,4242;0,0
-21,8182;-16,8182;0,0
-21,2121;-16,2121;0,0
-20,6061;-15,6061;0,0
-20,0;-15,0;0,0
-19,3939;-14,8445;-0,4505
-18,7879;-14,6807;-0,8929
-18,1818;-14,5085;-1,3267
-17,5758;-14,3276;-1,7519
-16,9697;-14,1377;-2,168
-16,3636;-13,9386;-2,575
-15,7576;-13,73;-2,9725
-15,1515;-13,5118;-3,3603
-14,5455;-13,2838;-3,7384
-13,9394;-13,0458;-4,1064
-13,3333;-12,7976;-4,4642
-12,7273;-12,5391;-4,8118
-12,1212;-12,2702;-5,149
-11,5152;-11,9909;-5,4757
-10,9091;-11,701;-5,7919
-10,303;-11,4006;-6,0975
-9,697;-11,0895;-6,3926
-9,0909;-10,768;-6,6771
-8,4848;-10,4359;-6,9511
-7,8788;-10,0934;-7,2146
-7,2727;-9,7406;-7,4679
-6,6667;-9,3775;-7,7109
-6,0606;-9,0044;-7,9438
-5,4545;-8,6213;-8,1668
-4,8485;-8,2285;-8,38
-4,2424;-7,8262;-8,5837
-3,6364;-7,4145;-8,7781
-3,0303;-6,9937;-8,9634
-2,4242;-6,5641;-9,1399
-1,8182;-6,1259;-9,3077
-1,2121;-5,6793;-9,4672
-0,6061;-5,2247;-9,6187
0,0;-4,7623;-9,7623
