Input_dB;Output_dB;Gain_Reduction_dB
-59,3939;-57,3939;0,0
-58,7879;-56,7879;0,0
-58,1818;-56,1818;0,0
-57,5758;-55,5758;0,0
-56,9697;-54,9697;0,0
-56,3636;-54,3636;0,0
-55,7576;-53,7576;0,0
-55,1515;-53,1515;0,0
-54,5455;-52,5455;0,0
-53,9394;-51,9394;0,0
-53,3333;-51,3333;0,0
-52,7273;-50,7273;0,0
-52,1212;-50,1212;0,0
-51,5152;-49,5152;0,0
-50,9091;-48,9091;0,0
-50,303;-48,303;0,0
-49,697;-47,697;0,0
-49,0909;-47,0909;0,0
-48,4848;-46,4848;0,0
-47,8788;-45,8788;0,0
-47,2727;-45,2727;0,0
-46,6667;-44,6667;0,0
-46,0606;-44,0606;0,0
-45,4545;-43,4545;0,0
-44,8485;-42,8485;0,0
-44,2424;-42,2424;0,0
-43,6364;-41,6364;0,0
-43,0303;-41,0303;0,0
-42,4242;-40,4242;0,0
-41,8182;-39,8182;0,0
-41,2121;-39,2121;0,0
-40,6061;-38,6061;0,0
-40,0;-38,0;0,0
-39,3939;-37,3939;0,0
-38,7879;-36,7879;0,0
-38,1818;-36,1818;0,0
-37,5758;-35,5758;0,0
-36,9697;-34,9697;0,0
-36,3636;-34,3636;0,0
-35,7576;-33,7576;0,0
-35,1515;-33,1515;0,0
-34,5455;-32,5455;0,0
-33,9394;-31,9394;0,0
-33,3333;-31,3333;0,0
-32,7273;-30,7273;0,0
-32,1212;-30,1212;0,0
-31,5152;-29,5152;0,0
-30,9091;-28,9091;0,0
-30,303;-28,303;0,0
-29,697;-27,697;0,0
-29,0909;-27,0909;0,0
-28,4848;-26,4848;0,0
-27,8788;-25,8788;0,0
-27,2727;-25,2727;0,0
-26,6667;-24,6667;0,0
-26,0606;-24,0606;0,0
-25,4545;-23,4545;0,0
-24,8485;-22,8485;0,0
-24,2424;-22,2424;0,0
-23,6364;-21,6364;0,0
-23,0303;-21,0303;0,0
-22,4242;-20,4242;0,0
-21,8182;-19,8182;0,0
-21,2121;-19,2121;0,0
-20,6061;-18,6061;0,0
-20,0;-18,0;0,0
-19,3939;-17,8445;-0,4505
-18,7879;-17,6807;-0,8929
-18,1818;-17,5085;-1,3267
-17,5758;-17,3276;-1,7519
-16,9697;-17,1377;-2,168
-16,3636;-16,9386;-2,575
-15,7576;-16,73;-2,9725
-15,1515;-16,5118;-3,3603
-14,5455;-16,2838;-3,7384
-13,9394;-16,0458;-4,1064
-13,3333;-15,7976;-4,4642
-12,7273;-15,5391;-4,8118
-12,1212;-15,2702;-5,149
-11,5152;-14,9909;-5,4757
-10,9091;-14,701;-5,7919
-10,303;-14,4006;-6,0975
-9,697;-14,0895;-6,3926
-9,0909;-13,768;-6,6771
-8,4848;-13,4359;-6,9511
-7,8788;-13,0934;-7,2146
-7,2727;-12,7406;-7,4679
-6,6667;-12,3775;-7,7109
-6,0606;-12,0044;-7,9438
-5,4545;-11,6213;-8,1668
-4,8485;-11,2285;-8,38
-4,2424;-10,8262;-8,5837
-3,6364;-10,4145;-8,7781
-3,0303;-9,9937;-8,9634
-2,4242;-9,5641;-9,1399
-1,8182;-9,1259;-9,3077
-1,2121;-8,6793;-9,4672
-0,6061;-8,2247;-9,6187
0,0;-7,7623;-9,7623
