sep=;
CATEGORY;METRIC;INPUT;OUTPUT;DELTA;UNIT;STATUS
LOUDNESS;Integrated Loudness;-16,77374;-23,54688;-6,77314;LUFS;V Effective Compression (Gain Reduction Applied)
DYNAMICS;Crest Factor;13,89508;10,75414;-3,14095;dB;V Dynamics Compressed
DYNAMICS;True Peak;-2,33215;-11,41513;-9,08298;dBTP;V Safe (No Clipping)
DYNAMICS;RMS Level;-16,22723;-22,16927;-5,94204;dBFS;V Signal Attenuated Correctly
SYSTEM;HW Execution Time;-;5,17555;-;ms;Accelerated
